Australian Listed Equity [G],Int'l Listed Equity (Hedged) [G],Int'l Listed Equity (Unhedged) [G],Australian Listed Property [G],Int'l Listed Property [G],Int'l Listed Infrastructure [G],Australian Fixed Income [D],Int'l Fixed Income (Hedged) [D],Cash [D]
0.020205662861556176,0.006771987968022313,0.05981051263825738,0.04065374646096077,0.02303226357118477,0.00871253270045048,0.0047315722847437024,0.005169604880474603,0.003958844550374338
0.03320533035901946,0.021964930868197233,0.0339965844703723,0.05716392523902365,0.017956972309732984,0.006336988400665888,-0.004279876230345979,-0.004929492272493503,0.0041107635151943125
0.015365865230243584,0.013430804234351782,-0.0083561434252663,0.01776334872010069,0.014929149469936127,0.0012845541112061036,0.0022768295193970845,-0.0018083766176136557,0.004235666681037783
0.012703946436813555,-0.016314019839560875,-0.012311710693023442,-0.00997483969795456,0.008577088846281895,-0.004599800271425803,0.008472720614338914,0.008477728161843905,0.003757096077303065
0.029524536923593307,0.01059018706853471,0.026926649109090102,-0.03805382618179193,0.020037413850969084,0.0003532103095926879,-0.003957044987941065,-0.0013011074449968247,0.0040249476638075515
0.026489025581488083,0.030475479507661777,0.0298641037905057,0.02408166048787857,0.01676624645493869,0.008211911218238398,0.00418009755948542,0.0010370685780781313,0.004228788072824227
0.022926006293599258,0.02921800573558059,0.033635107389763226,0.032097221890230176,0.0009601912602818568,0.011084684862057836,-0.0012861575835543466,-0.006805573230685025,0.004166336390138556
-0.004631268390751727,-0.01422767119670237,0.04069127299221404,-0.04636593196585547,-0.04718296640483815,-0.00420610521757946,-0.005528800187295328,-0.003878260649595384,0.003981796039617077
-0.023918783291910158,-0.03506481690248458,0.04253231860621593,-0.04341434245469746,-0.04274999038971632,-0.012047738393603059,0.003986326556682264,0.010471057233654994,0.004039173649115498
0.01871684891798348,-0.005012287560993529,-0.015070523126652408,0.06534557121906387,0.0066627231679882775,-0.027300885589478064,0.0055937145453257685,0.010040443583894413,0.00408613136824518
0.05231483104458251,0.025483409764891666,0.07841944370213266,0.014038612935891814,0.012026975528329716,0.015053233782604602,-0.002111960176749493,0.0015656504440590905,0.004442367838478808
0.025920701856265996,0.016932595032786938,0.08403164792681356,-0.006180295162612677,0.03246194253113494,0.019627643504531733,-0.002034422793982159,0.005872077406668912,0.004445589999823116
-0.03242330037951563,-0.04740045018945587,-0.06711397562402349,-0.05797296631059985,-0.004468704658586114,-0.02405728928342631,0.0021768152645382246,0.010848403695383172,0.004310036874604103
